PlayId;Floor;PathName;PathType;EncounterName;EncounterType;EventName;PlayerChoice;DamageTaken;TurnsTaken;CharacterChosen;VictoryTF
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;10;5;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;19;enemy;M;Spheric Guardian;encounter;NULL;NULL;8;3;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;29;event;?;Transmorgrifier;event;Transmorgrifier;Transformed;0;NULL;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;39;event;?;SensoryStone;event;SensoryStone;Memory 3;10;NULL;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;42;enemy;M;Transient;encounter;NULL;NULL;12;6;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;45;elite;E;Giant Head;encounter;NULL;NULL;6;1;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;2;enemy;M;Jaw Worm;encounter;NULL;NULL;7;3;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;12;elite;E;Lagavulin;encounter;NULL;NULL;16;5;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;18;enemy;M;3 Byrds;encounter;NULL;NULL;9;7;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;28;event;?;Snecko;encounter;NULL;NULL;0;2;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;38;enemy;M;Writhing Mass;encounter;NULL;NULL;9;4;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;44;event;?;Mind Bloom Boss Battle;encounter;MindBloom;Fight;0;4;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;1;enemy;M;2 Louse;encounter;NULL;NULL;9;4;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;7;enemy;M;2 Fungi Beasts;encounter;NULL;NULL;4;3;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;14;elite;E;Lagavulin;encounter;NULL;NULL;2;5;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;20;enemy;M;Snake Plant;encounter;NULL;NULL;0;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;23;elite;E;Gremlin Leader;encounter;NULL;NULL;3;4;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;1;enemy;M;Cultist;encounter;NULL;NULL;1;3;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;4;event;?;Golden Idol;event;Golden Idol;Lose Max HP;0;NULL;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;7;event;?;The Cleric;event;The Cleric;Card Removal;0;NULL;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;10;elite;E;3 Sentries;encounter;NULL;NULL;27;7;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;20;event;?;Transmorgrifier;event;Transmorgrifier;Transformed;0;NULL;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;33;boss;BOSS;Champ;encounter;NULL;NULL;29;7;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;36;event;?;Orb Walker;encounter;NULL;NULL;1;2;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;39;event;?;Tomb of Lord Red Mask;event;Tomb of Lord Red Mask;Ignored;0;NULL;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;46;elite;E;Giant Head;encounter;NULL;NULL;8;4;IRONCLAD;true
002ebabf-c144-4ca1-90f9-6c516a3ecfdd;55;elite;E;Shield and Spear;encounter;NULL;NULL;7;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;12;enemy;M;Lots of Slimes;encounter;NULL;NULL;0;3;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;22;enemy;M;Cultist and Chosen;encounter;NULL;NULL;21;5;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;25;event;?;The Library;event;The Library;Read;0;NULL;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;35;enemy;M;Orb Walker;encounter;NULL;NULL;0;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;38;event;?;2 Orb Walkers;encounter;Mysterious Sphere;Fight;0;1;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;48;elite;E;Nemesis;encounter;NULL;NULL;6;1;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;55;elite;E;Shield and Spear;encounter;NULL;NULL;1;2;IRONCLAD;true
00b27055-7cdd-4f02-abbb-612ef829b132;3;event;?;2 Louse;encounter;NULL;NULL;5;2;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;12;7;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;19;event;?;The Mausoleum;event;The Mausoleum;Ignored;0;NULL;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;22;enemy;M;3 Cultists;encounter;NULL;NULL;6;4;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;29;elite;E;Book of Stabbing;encounter;NULL;NULL;46;5;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;35;enemy;M;Orb Walker;encounter;NULL;NULL;0;2;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;38;enemy;M;3 Shapes;encounter;NULL;NULL;2;5;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;48;elite;E;Nemesis;encounter;NULL;NULL;30;7;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;35;6;DEFECT;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;2;enemy;M;Jaw Worm;encounter;NULL;NULL;4;3;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;5;event;?;Match and Keep!;event;Match and Keep!;2 cards matched;0;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;12;event;?;Living Wall;event;Living Wall;Forget;0;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;18;enemy;M;Shell Parasite;encounter;NULL;NULL;12;3;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;21;event;?;Beggar;event;Beggar;Gave Gold;0;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;31;elite;E;Book of Stabbing;encounter;NULL;NULL;20;4;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;41;elite;E;Nemesis;encounter;NULL;NULL;69;8;IRONCLAD;false
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;27;enemy;M;Snecko;encounter;NULL;NULL;0;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;30;event;?;Snake Plant;encounter;NULL;NULL;0;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;33;boss;BOSS;Collector;encounter;NULL;NULL;6;3;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;36;enemy;M;3 Darklings;encounter;NULL;NULL;20;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;46;enemy;M;4 Shapes;encounter;NULL;NULL;0;1;IRONCLAD;true
00b27055-7cdd-4f02-abbb-612ef829b132;2;enemy;M;Small Slimes;encounter;NULL;NULL;5;4;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;12;event;?;Big Fish;event;Big Fish;Donut;0;NULL;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;18;enemy;M;Shell Parasite;encounter;NULL;NULL;13;3;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;31;event;?;Centurion and Healer;encounter;NULL;NULL;0;4;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;41;elite;E;Reptomancer;encounter;NULL;NULL;6;5;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;44;elite;E;Giant Head;encounter;NULL;NULL;6;5;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;47;enemy;M;3 Darklings;encounter;NULL;NULL;8;2;DEFECT;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;3;event;?;Golden Wing;event;Golden Wing;Card Removal;7;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;26;9;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;19;event;?;Addict;event;Addict;Obtained Relic;0;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;22;event;?;Drug Dealer;event;Drug Dealer;Inject Mutagens;0;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;25;enemy;M;Centurion and Healer;encounter;NULL;NULL;14;4;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;29;event;?;3 Cultists;encounter;NULL;NULL;13;4;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;35;enemy;M;3 Shapes;encounter;NULL;NULL;11;3;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;38;event;?;Tomb of Lord Red Mask;event;Tomb of Lord Red Mask;Paid;0;NULL;IRONCLAD;false
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;31;elite;E;Book of Stabbing;encounter;NULL;NULL;6;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;37;event;?;Mind Bloom Boss Battle;encounter;MindBloom;Fight;0;2;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;47;enemy;M;3 Darklings;encounter;NULL;NULL;0;1;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;50;boss;BOSS;Time Eater;encounter;NULL;NULL;0;8;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;56;boss;BOSS;The Heart;encounter;NULL;NULL;8;4;IRONCLAD;true
00b27055-7cdd-4f02-abbb-612ef829b132;11;enemy;M;2 Fungi Beasts;encounter;NULL;NULL;0;3;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;14;elite;E;Gremlin Nob;encounter;NULL;NULL;11;3;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;21;event;?;Vampires;event;Vampires;Ignored;0;NULL;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;24;event;?;Back to Basics;event;Back to Basics;Simplicity;0;NULL;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;27;elite;E;Slavers;encounter;NULL;NULL;14;4;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;40;event;?;Transient;encounter;NULL;NULL;14;6;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;50;boss;BOSS;Awakened One;encounter;NULL;NULL;58;9;DEFECT;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;7;enemy;M;Cultist;encounter;NULL;NULL;0;3;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;10;elite;E;3 Sentries;encounter;NULL;NULL;27;13;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;20;enemy;M;2 Thieves;encounter;NULL;NULL;26;4;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;23;event;?;Ghosts;event;Ghosts;Ignored;0;NULL;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;33;boss;BOSS;Collector;encounter;NULL;NULL;37;6;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;36;enemy;M;Orb Walker;encounter;NULL;NULL;0;3;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;39;event;?;MindBloom;event;MindBloom;Gold;0;NULL;IRONCLAD;false
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;41;elite;E;Reptomancer;encounter;NULL;NULL;0;1;IRONCLAD;true
007abd4e-7fab-4e7d-8f0b-a8821d2fce43;51;boss;BOSS;Awakened One;encounter;NULL;NULL;12;4;IRONCLAD;true
00b27055-7cdd-4f02-abbb-612ef829b132;1;enemy;M;Cultist;encounter;NULL;NULL;0;4;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;4;enemy;M;Blue Slaver;encounter;NULL;NULL;3;3;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;7;enemy;M;Gremlin Gang;encounter;NULL;NULL;10;3;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;10;elite;E;Lagavulin;encounter;NULL;NULL;5;6;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;20;enemy;M;Chosen;encounter;NULL;NULL;0;3;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;33;boss;BOSS;Champ;encounter;NULL;NULL;30;10;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;36;event;?;WeMeetAgain;event;WeMeetAgain;Gave Potion;0;NULL;DEFECT;false
00b27055-7cdd-4f02-abbb-612ef829b132;46;enemy;M;Jaw Worm Horde;encounter;NULL;NULL;9;2;DEFECT;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;1;enemy;M;2 Louse;encounter;NULL;NULL;2;3;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;8;elite;E;Lagavulin;encounter;NULL;NULL;25;8;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;11;event;?;2 Fungi Beasts;encounter;NULL;NULL;3;5;IRONCLAD;false
01019497-7689-4c92-8dbf-5e9d6fb60fad;14;enemy;M;Looter;encounter;NULL;NULL;2;4;IRONCLAD;false
016fe2d2-4723-4558-aa81-f4980a023067;5;event;?;Wheel of Change;event;Wheel of Change;Cursed;0;NULL;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;8;enemy;M;Jaw Worm;encounter;NULL;NULL;0;1;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;11;event;?;Looter;encounter;NULL;NULL;0;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;14;enemy;M;Blue Slaver;encounter;NULL;NULL;0;2;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;21;event;?;Spheric Guardian;encounter;NULL;NULL;1;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;27;elite;E;Book of Stabbing;encounter;NULL;NULL;13;7;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;37;event;?;3 Shapes;encounter;NULL;NULL;0;2;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;40;elite;E;Nemesis;encounter;NULL;NULL;34;5;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;50;boss;BOSS;Awakened One;encounter;NULL;NULL;21;11;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;56;boss;BOSS;The Heart;encounter;NULL;NULL;26;7;THE_SILENT;true
0211a939-fa98-47da-bf36-38b30b8c108f;5;enemy;M;Jaw Worm;encounter;NULL;NULL;0;3;DEFECT;false
0211a939-fa98-47da-bf36-38b30b8c108f;8;enemy;M;Gremlin Gang;encounter;NULL;NULL;30;4;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;3;event;?;Liars Game;event;Liars Game;AGREE;0;NULL;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;13;enemy;M;3 Louse;encounter;NULL;NULL;0;3;DEFECT;false
016fe2d2-4723-4558-aa81-f4980a023067;2;event;?;Liars Game;event;Liars Game;AGREE;0;NULL;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;12;event;?;Red Slaver;encounter;NULL;NULL;1;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;18;enemy;M;Shell Parasite;encounter;NULL;NULL;0;1;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;25;enemy;M;3 Cultists;encounter;NULL;NULL;0;2;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;31;elite;E;Slavers;encounter;NULL;NULL;8;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;47;elite;E;Giant Head;encounter;NULL;NULL;0;4;THE_SILENT;true
0211a939-fa98-47da-bf36-38b30b8c108f;2;event;?;Golden Idol;event;Golden Idol;Ignored;0;NULL;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;2;enemy;M;Jaw Worm;encounter;NULL;NULL;4;3;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;12;elite;E;Lagavulin;encounter;NULL;NULL;3;6;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;18;enemy;M;Spheric Guardian;encounter;NULL;NULL;7;3;DEFECT;false
0308e65c-56f1-4e84-9caf-40f859474a96;3;enemy;M;2 Louse;encounter;NULL;NULL;8;4;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;7;6;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;19;event;?;Match and Keep!;event;Match and Keep!;0 cards matched;0;NULL;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;22;enemy;M;2 Thieves;encounter;NULL;NULL;6;2;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;29;enemy;M;3 Cultists;encounter;NULL;NULL;13;4;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;35;enemy;M;3 Shapes;encounter;NULL;NULL;7;5;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;38;enemy;M;3 Darklings;encounter;NULL;NULL;0;2;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;45;event;?;Winding Halls;event;Winding Halls;Max HP;0;NULL;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;48;elite;E;Nemesis;encounter;NULL;NULL;7;7;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;51;boss;BOSS;Time Eater;encounter;NULL;NULL;9;11;IRONCLAD;true
016fe2d2-4723-4558-aa81-f4980a023067;13;elite;E;3 Sentries;encounter;NULL;NULL;11;5;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;16;boss;BOSS;The Guardian;encounter;NULL;NULL;10;9;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;19;event;?;Nest;event;Nest;Stole From Cult;0;NULL;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;22;event;?;Colosseum Slavers;encounter;Colosseum;Fight;1;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;22;event;?;Colosseum Nobs;encounter;Colosseum;Fight;6;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;22;event;?;Colosseum Slavers;encounter;Colosseum;Fought Nobs;1;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;22;event;?;Colosseum Nobs;encounter;Colosseum;Fought Nobs;6;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;29;enemy;M;Snecko;encounter;NULL;NULL;0;4;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;35;enemy;M;Orb Walker;encounter;NULL;NULL;0;3;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;42;enemy;M;4 Shapes;encounter;NULL;NULL;0;5;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;45;enemy;M;Jaw Worm Horde;encounter;NULL;NULL;0;2;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;48;enemy;M;3 Darklings;encounter;NULL;NULL;3;4;THE_SILENT;true
016fe2d2-4723-4558-aa81-f4980a023067;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;17;5;THE_SILENT;true
0211a939-fa98-47da-bf36-38b30b8c108f;6;elite;E;3 Sentries;encounter;NULL;NULL;15;6;DEFECT;false
04b96b01-f7ad-4ae7-a673-0ea36deea815;7;elite;E;3 Sentries;encounter;NULL;NULL;31;14;THE_SILENT;false
04b96b01-f7ad-4ae7-a673-0ea36deea815;13;event;?;Transmorgrifier;event;Transmorgrifier;Transformed;0;NULL;THE_SILENT;false
04b96b01-f7ad-4ae7-a673-0ea36deea815;16;boss;BOSS;The Guardian;encounter;NULL;NULL;5;9;THE_SILENT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;14;elite;E;Gremlin Nob;encounter;NULL;NULL;4;3;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;21;event;?;Colosseum Slavers;encounter;Colosseum;Fight;18;3;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;21;event;?;Colosseum Nobs;encounter;Colosseum;Fight;43;4;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;21;event;?;Colosseum Slavers;encounter;Colosseum;Fought Nobs;18;3;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;21;event;?;Colosseum Nobs;encounter;Colosseum;Fought Nobs;43;4;DEFECT;false
0308e65c-56f1-4e84-9caf-40f859474a96;5;enemy;M;Exordium Wildlife;encounter;NULL;NULL;0;4;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;12;elite;E;Gremlin Nob;encounter;NULL;NULL;24;4;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;18;enemy;M;3 Byrds;encounter;NULL;NULL;0;1;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;21;event;?;Wheel of Change;event;Wheel of Change;Relic;0;NULL;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;25;enemy;M;Snake Plant;encounter;NULL;NULL;24;4;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;28;elite;E;Slavers;encounter;NULL;NULL;6;4;IRONCLAD;true
053cb3e1-37cf-423a-8044-60fe7fe58cb7;2;event;?;Golden Idol;event;Golden Idol;Lose Max HP;0;NULL;DEFECT;false
053cb3e1-37cf-423a-8044-60fe7fe58cb7;5;enemy;M;2 Louse;encounter;NULL;NULL;0;3;DEFECT;false
055e24ce-fd07-4299-aa06-94f384f90430;8;enemy;M;Exordium Wildlife;encounter;NULL;NULL;12;1;THE_SILENT;false
05b25d63-285a-49bb-95dc-599c13322f23;1;enemy;M;Cultist;encounter;NULL;NULL;2;4;DEFECT;false
05b25d63-285a-49bb-95dc-599c13322f23;4;event;?;Wheel of Change;event;Wheel of Change;Full Heal;0;NULL;DEFECT;false
05b25d63-285a-49bb-95dc-599c13322f23;11;elite;E;3 Sentries;encounter;NULL;NULL;7;8;DEFECT;false
05b25d63-285a-49bb-95dc-599c13322f23;14;elite;E;Lagavulin;encounter;NULL;NULL;0;6;DEFECT;false
05b25d63-285a-49bb-95dc-599c13322f23;24;event;?;Vampires;event;Vampires;Ignored;0;NULL;DEFECT;false
05b25d63-285a-49bb-95dc-599c13322f23;30;event;?;Snake Plant;encounter;NULL;NULL;14;2;DEFECT;false
05bc9135-577c-44ca-b70e-3d18bf35b765;3;enemy;M;Small Slimes;encounter;NULL;NULL;0;4;DEFECT;false
05bc9135-577c-44ca-b70e-3d18bf35b765;12;elite;E;Lagavulin;encounter;NULL;NULL;11;7;DEFECT;false
05bc9135-577c-44ca-b70e-3d18bf35b765;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;17;7;DEFECT;false
05bc9135-577c-44ca-b70e-3d18bf35b765;19;event;?;Vampires;event;Vampires;Ignored;0;NULL;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;16;boss;BOSS;The Guardian;encounter;NULL;NULL;11;11;DEFECT;false
02aa76ac-6fcb-4472-ab06-69397d59b747;19;event;?;Beggar;event;Beggar;Gave Gold;0;NULL;DEFECT;false
0308e65c-56f1-4e84-9caf-40f859474a96;4;enemy;M;Cultist;encounter;NULL;NULL;3;4;IRONCLAD;true
