PlayId;Floor;PathName;PathType;EncounterName;EncounterType;EventName;PlayerChoice;DamageTaken;TurnsTaken;CharacterChosen;VictoryTF
02aa76ac-6fcb-4472-ab06-69397d59b747;16;boss;BOSS;The Guardian;encounter;NULL;NULL;11;11;DEFECT;false
0308e65c-56f1-4e84-9caf-40f859474a96;33;boss;BOSS;Champ;encounter;NULL;NULL;27;11;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;7;6;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;51;boss;BOSS;Time Eater;encounter;NULL;NULL;9;11;IRONCLAD;true
0308e65c-56f1-4e84-9caf-40f859474a96;50;boss;BOSS;Awakened One;encounter;NULL;NULL;6;9;IRONCLAD;true
04b96b01-f7ad-4ae7-a673-0ea36deea815;16;boss;BOSS;The Guardian;encounter;NULL;NULL;5;9;THE_SILENT;false
05bc9135-577c-44ca-b70e-3d18bf35b765;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;17;7;DEFECT;false
05e77ba4-e367-43bd-b88c-e6a36d7da04e;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;23;9;THE_SILENT;true
067243b2-0580-4ee4-875f-63ffad9e40cf;33;boss;BOSS;Collector;encounter;NULL;NULL;43;11;THE_SILENT;true
067243b2-0580-4ee4-875f-63ffad9e40cf;56;boss;BOSS;The Heart;encounter;NULL;NULL;37;16;THE_SILENT;true
06d20305-64f7-4ba2-9f71-0da40db370f7;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;45;6;DEFECT;false
05e77ba4-e367-43bd-b88c-e6a36d7da04e;50;boss;BOSS;Time Eater;encounter;NULL;NULL;0;13;THE_SILENT;true
05e77ba4-e367-43bd-b88c-e6a36d7da04e;56;boss;BOSS;The Heart;encounter;NULL;NULL;23;13;THE_SILENT;true
067243b2-0580-4ee4-875f-63ffad9e40cf;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;25;14;THE_SILENT;true
05e77ba4-e367-43bd-b88c-e6a36d7da04e;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;2;9;THE_SILENT;true
067243b2-0580-4ee4-875f-63ffad9e40cf;50;boss;BOSS;Awakened One;encounter;NULL;NULL;0;26;THE_SILENT;true
06d20305-64f7-4ba2-9f71-0da40db370f7;33;boss;BOSS;Collector;encounter;NULL;NULL;29;7;DEFECT;false
07bc39d1-1c0b-4b86-9915-abd23aa95e3d;33;boss;BOSS;Collector;encounter;NULL;NULL;37;6;IRONCLAD;false
07bc39d1-1c0b-4b86-9915-abd23aa95e3d;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;82;11;IRONCLAD;false
0869f7f5-aa91-4ced-88b5-c63f15e3844e;33;boss;BOSS;Collector;encounter;NULL;NULL;0;8;THE_SILENT;true
0869f7f5-aa91-4ced-88b5-c63f15e3844e;56;boss;BOSS;The Heart;encounter;NULL;NULL;0;8;THE_SILENT;true
0874f74e-f7aa-4e98-b53d-84fe5820d137;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;26;10;IRONCLAD;false
09009911-ff3c-4068-93a6-b9c0464f18ac;33;boss;BOSS;Automaton;encounter;NULL;NULL;8;6;THE_SILENT;false
090ea214-faa5-444d-b39f-bc083d9870bf;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;0;11;DEFECT;true
090ea214-faa5-444d-b39f-bc083d9870bf;56;boss;BOSS;The Heart;encounter;NULL;NULL;2;12;DEFECT;true
0869f7f5-aa91-4ced-88b5-c63f15e3844e;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;1;7;THE_SILENT;true
0874f74e-f7aa-4e98-b53d-84fe5820d137;50;boss;BOSS;Time Eater;encounter;NULL;NULL;72;8;IRONCLAD;false
09009911-ff3c-4068-93a6-b9c0464f18ac;51;boss;BOSS;Awakened One;encounter;NULL;NULL;69;15;THE_SILENT;false
090ea214-faa5-444d-b39f-bc083d9870bf;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;4;9;DEFECT;true
0869f7f5-aa91-4ced-88b5-c63f15e3844e;50;boss;BOSS;Time Eater;encounter;NULL;NULL;1;14;THE_SILENT;true
09009911-ff3c-4068-93a6-b9c0464f18ac;50;boss;BOSS;Time Eater;encounter;NULL;NULL;0;4;THE_SILENT;false
090ea214-faa5-444d-b39f-bc083d9870bf;51;boss;BOSS;Time Eater;encounter;NULL;NULL;0;11;DEFECT;true
0943b170-760a-40ff-87ad-3e9a58f8c6fd;33;boss;BOSS;Collector;encounter;NULL;NULL;102;8;IRONCLAD;false
0b49d262-2823-4f81-a81e-7e3bf4fe8acd;16;boss;BOSS;The Guardian;encounter;NULL;NULL;8;12;THE_SILENT;true
0c0682d1-e4ad-4280-ac88-f183ef66cdb9;16;boss;BOSS;The Guardian;encounter;NULL;NULL;30;10;DEFECT;false
0c0682d1-e4ad-4280-ac88-f183ef66cdb9;51;boss;BOSS;Awakened One;encounter;NULL;NULL;8;3;DEFECT;false
0b49d262-2823-4f81-a81e-7e3bf4fe8acd;50;boss;BOSS;Awakened One;encounter;NULL;NULL;16;13;THE_SILENT;true
0b49d262-2823-4f81-a81e-7e3bf4fe8acd;56;boss;BOSS;The Heart;encounter;NULL;NULL;7;4;THE_SILENT;true
0b49d262-2823-4f81-a81e-7e3bf4fe8acd;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;0;11;THE_SILENT;true
0c0682d1-e4ad-4280-ac88-f183ef66cdb9;33;boss;BOSS;Champ;encounter;NULL;NULL;8;15;DEFECT;false
0c0682d1-e4ad-4280-ac88-f183ef66cdb9;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;21;12;DEFECT;false
0cecbec2-a200-4b0f-999d-58a7ae9b56b1;50;boss;BOSS;Time Eater;encounter;NULL;NULL;55;9;THE_SILENT;false
0d225781-3525-405a-9161-d8f97af45d00;33;boss;BOSS;Collector;encounter;NULL;NULL;87;9;IRONCLAD;false
0d7584d6-1da3-498e-9775-3317c497b574;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;53;9;IRONCLAD;true
0cecbec2-a200-4b0f-999d-58a7ae9b56b1;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;10;8;THE_SILENT;false
0d1a4eaf-179a-4794-b594-e106d29aab60;16;boss;BOSS;The Guardian;encounter;NULL;NULL;21;13;IRONCLAD;false
0d7584d6-1da3-498e-9775-3317c497b574;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;49;6;IRONCLAD;true
0d7584d6-1da3-498e-9775-3317c497b574;33;boss;BOSS;Automaton;encounter;NULL;NULL;88;9;IRONCLAD;true
0d7584d6-1da3-498e-9775-3317c497b574;56;boss;BOSS;The Heart;encounter;NULL;NULL;91;8;IRONCLAD;true
0db77092-23e6-4dab-8706-1c10f88697b8;33;boss;BOSS;Champ;encounter;NULL;NULL;94;15;THE_SILENT;false
0e0a5cc2-124c-42e1-afac-5aeef1615528;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;6;10;THE_SILENT;false
0e7087c6-f7ef-4ec7-ad0c-5819a6385b08;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;41;9;DEFECT;false
0fa709f9-ec0b-4fbd-8848-612407c2ea59;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;42;11;THE_SILENT;false
0fe41590-6550-4402-8de5-a8c7daba2afd;50;boss;BOSS;Awakened One;encounter;NULL;NULL;27;15;THE_SILENT;true
10b23920-61a9-4a95-a7c2-b157d6eb4ed4;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;14;8;DEFECT;false
0fe41590-6550-4402-8de5-a8c7daba2afd;33;boss;BOSS;Automaton;encounter;NULL;NULL;15;9;THE_SILENT;true
0fe41590-6550-4402-8de5-a8c7daba2afd;56;boss;BOSS;The Heart;encounter;NULL;NULL;58;8;THE_SILENT;true
109a2fa9-b2b2-45df-9709-1982f5d442a7;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;47;8;THE_SILENT;false
1135cec8-9120-46fb-83f8-c56ac91c1991;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;29;9;DEFECT;false
127b041a-12bd-4033-aaf1-ad5dc7076e67;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;19;7;DEFECT;true
127b041a-12bd-4033-aaf1-ad5dc7076e67;33;boss;BOSS;Collector;encounter;NULL;NULL;26;9;DEFECT;true
127b041a-12bd-4033-aaf1-ad5dc7076e67;56;boss;BOSS;The Heart;encounter;NULL;NULL;51;9;DEFECT;true
132a7fcc-3e40-4356-a71d-07be5f4bfa8b;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;32;10;THE_SILENT;false
127b041a-12bd-4033-aaf1-ad5dc7076e67;50;boss;BOSS;Time Eater;encounter;NULL;NULL;24;14;DEFECT;true
1373e0ae-5391-4200-839d-73d8633b2d1d;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;11;13;THE_SILENT;true
13d7b27b-ce93-4806-ad7d-d4a1cbfaf031;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;20;8;DEFECT;false
14b77026-2fa2-4b1b-8d9c-36fd4426eea7;16;boss;BOSS;The Guardian;encounter;NULL;NULL;21;12;DEFECT;false
14e0d60f-75d2-4b41-b2bc-72298cd5ab26;16;boss;BOSS;The Guardian;encounter;NULL;NULL;11;18;THE_SILENT;true
13d7b27b-ce93-4806-ad7d-d4a1cbfaf031;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;49;7;DEFECT;false
132a7fcc-3e40-4356-a71d-07be5f4bfa8b;33;boss;BOSS;Automaton;encounter;NULL;NULL;3;8;THE_SILENT;false
1373e0ae-5391-4200-839d-73d8633b2d1d;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;10;10;THE_SILENT;true
14e0d60f-75d2-4b41-b2bc-72298cd5ab26;51;boss;BOSS;Awakened One;encounter;NULL;NULL;60;16;THE_SILENT;true
14e0d60f-75d2-4b41-b2bc-72298cd5ab26;56;boss;BOSS;The Heart;encounter;NULL;NULL;72;10;THE_SILENT;true
1373e0ae-5391-4200-839d-73d8633b2d1d;51;boss;BOSS;Time Eater;encounter;NULL;NULL;4;13;THE_SILENT;true
1377a96b-36da-4af9-b2bc-b61a9ffba4c5;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;55;22;THE_SILENT;false
13d7b27b-ce93-4806-ad7d-d4a1cbfaf031;51;boss;BOSS;Awakened One;encounter;NULL;NULL;30;18;DEFECT;false
14b77026-2fa2-4b1b-8d9c-36fd4426eea7;50;boss;BOSS;Time Eater;encounter;NULL;NULL;69;11;DEFECT;false
1669ba25-cf46-4f98-b5e5-63c1c417935e;33;boss;BOSS;Automaton;encounter;NULL;NULL;40;8;THE_SILENT;false
16ab596c-070b-4419-b325-23c4aa856cdc;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;26;9;DEFECT;false
1669ba25-cf46-4f98-b5e5-63c1c417935e;51;boss;BOSS;Awakened One;encounter;NULL;NULL;18;18;THE_SILENT;false
14e0d60f-75d2-4b41-b2bc-72298cd5ab26;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;0;7;THE_SILENT;true
17814037-77a0-4843-8767-4814701d2142;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;0;9;THE_SILENT;false
17814037-77a0-4843-8767-4814701d2142;33;boss;BOSS;Collector;encounter;NULL;NULL;39;7;THE_SILENT;false
1669ba25-cf46-4f98-b5e5-63c1c417935e;16;boss;BOSS;The Guardian;encounter;NULL;NULL;7;9;THE_SILENT;false
1890469e-03a3-442d-b778-27bb02a48713;33;boss;BOSS;Automaton;encounter;NULL;NULL;19;10;THE_SILENT;true
1890469e-03a3-442d-b778-27bb02a48713;50;boss;BOSS;Time Eater;encounter;NULL;NULL;0;7;THE_SILENT;true
1890469e-03a3-442d-b778-27bb02a48713;56;boss;BOSS;The Heart;encounter;NULL;NULL;17;7;THE_SILENT;true
19cd0daa-0828-4e77-8bca-4aa46e079a06;33;boss;BOSS;Automaton;encounter;NULL;NULL;8;9;THE_SILENT;false
1ba767fe-b8ed-47a0-b050-cc86da2fbb23;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;15;7;DEFECT;false
19cd0daa-0828-4e77-8bca-4aa46e079a06;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;56;10;THE_SILENT;false
1ba767fe-b8ed-47a0-b050-cc86da2fbb23;51;boss;BOSS;Time Eater;encounter;NULL;NULL;37;7;DEFECT;false
1ba767fe-b8ed-47a0-b050-cc86da2fbb23;33;boss;BOSS;Collector;encounter;NULL;NULL;11;5;DEFECT;false
1ba767fe-b8ed-47a0-b050-cc86da2fbb23;50;boss;BOSS;Awakened One;encounter;NULL;NULL;18;9;DEFECT;false
1ba767fe-b8ed-47a0-b050-cc86da2fbb23;56;boss;BOSS;The Heart;encounter;NULL;NULL;30;2;DEFECT;false
1caa3726-ac4b-4c81-bf98-e99e104fb3a9;50;boss;BOSS;Awakened One;encounter;NULL;NULL;70;34;IRONCLAD;false
1caa3726-ac4b-4c81-bf98-e99e104fb3a9;16;boss;BOSS;The Guardian;encounter;NULL;NULL;35;9;IRONCLAD;false
1e28b5a9-f79d-41b6-be2e-1f9a8caedfd6;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;94;6;IRONCLAD;false
1e7e198c-e2e9-4b87-9fd6-0cb82a0050cd;33;boss;BOSS;Collector;encounter;NULL;NULL;63;6;IRONCLAD;false
1caa3726-ac4b-4c81-bf98-e99e104fb3a9;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;62;7;IRONCLAD;false
1ee13e8e-9e6f-476d-b0e4-168ac31d1aa3;33;boss;BOSS;Collector;encounter;NULL;NULL;65;11;DEFECT;false
1e28b5a9-f79d-41b6-be2e-1f9a8caedfd6;33;boss;BOSS;Collector;encounter;NULL;NULL;52;7;IRONCLAD;false
1e28b5a9-f79d-41b6-be2e-1f9a8caedfd6;16;boss;BOSS;The Guardian;encounter;NULL;NULL;38;12;IRONCLAD;false
1e7e198c-e2e9-4b87-9fd6-0cb82a0050cd;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;26;5;IRONCLAD;false
1f88b8c3-46e7-49f6-b738-479d009b5a7f;50;boss;BOSS;Time Eater;encounter;NULL;NULL;48;15;THE_SILENT;true
1fde5a61-b7f0-41fc-aa93-55fdcd48953b;50;boss;BOSS;Time Eater;encounter;NULL;NULL;9;15;DEFECT;true
1fde5a61-b7f0-41fc-aa93-55fdcd48953b;56;boss;BOSS;The Heart;encounter;NULL;NULL;22;10;DEFECT;true
1ee13e8e-9e6f-476d-b0e4-168ac31d1aa3;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;35;11;DEFECT;false
1f88b8c3-46e7-49f6-b738-479d009b5a7f;33;boss;BOSS;Automaton;encounter;NULL;NULL;5;9;THE_SILENT;true
1f88b8c3-46e7-49f6-b738-479d009b5a7f;56;boss;BOSS;The Heart;encounter;NULL;NULL;5;15;THE_SILENT;true
1fde5a61-b7f0-41fc-aa93-55fdcd48953b;33;boss;BOSS;Automaton;encounter;NULL;NULL;0;12;DEFECT;true
2134ae57-699d-4f63-b7ee-76c9e61308b4;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;34;12;THE_SILENT;false
2166d6b2-540a-4503-84ba-7d17af44efad;33;boss;BOSS;Champ;encounter;NULL;NULL;71;13;THE_SILENT;false
2166d6b2-540a-4503-84ba-7d17af44efad;56;boss;BOSS;The Heart;encounter;NULL;NULL;129;8;THE_SILENT;false
1fde5a61-b7f0-41fc-aa93-55fdcd48953b;16;boss;BOSS;The Guardian;encounter;NULL;NULL;0;14;DEFECT;true
220136f1-0530-4c97-96e0-80e282d7901a;50;boss;BOSS;Time Eater;encounter;NULL;NULL;51;11;IRONCLAD;true
2134ae57-699d-4f63-b7ee-76c9e61308b4;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;0;13;THE_SILENT;false
21ea148b-30a6-43d9-a791-757abacb1953;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;14;6;IRONCLAD;false
2273a356-6804-44b0-b08e-49012e9ebc5c;33;boss;BOSS;Champ;encounter;NULL;NULL;4;17;THE_SILENT;false
228312c6-afb3-457f-8310-c2796786bd96;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;41;11;DEFECT;false
2134ae57-699d-4f63-b7ee-76c9e61308b4;50;boss;BOSS;Awakened One;encounter;NULL;NULL;15;14;THE_SILENT;false
2166d6b2-540a-4503-84ba-7d17af44efad;16;boss;BOSS;The Guardian;encounter;NULL;NULL;20;14;THE_SILENT;false
2166d6b2-540a-4503-84ba-7d17af44efad;51;boss;BOSS;Awakened One;encounter;NULL;NULL;26;17;THE_SILENT;false
220136f1-0530-4c97-96e0-80e282d7901a;33;boss;BOSS;Automaton;encounter;NULL;NULL;79;12;IRONCLAD;true
220136f1-0530-4c97-96e0-80e282d7901a;56;boss;BOSS;The Heart;encounter;NULL;NULL;72;8;IRONCLAD;true
2273a356-6804-44b0-b08e-49012e9ebc5c;50;boss;BOSS;Time Eater;encounter;NULL;NULL;7;19;THE_SILENT;false
2273a356-6804-44b0-b08e-49012e9ebc5c;56;boss;BOSS;The Heart;encounter;NULL;NULL;59;5;THE_SILENT;false
23fe6ece-05cf-4d48-955f-3356fd25d4c8;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;10;9;THE_SILENT;true
21ea148b-30a6-43d9-a791-757abacb1953;33;boss;BOSS;Champ;encounter;NULL;NULL;38;8;IRONCLAD;false
23be576a-15e4-4f8a-b4b6-27742857fe5f;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;28;7;IRONCLAD;false
258a7ba6-9b9d-4ff0-b289-9958cccc9ff6;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;1;3;IRONCLAD;false
23fe6ece-05cf-4d48-955f-3356fd25d4c8;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;10;6;THE_SILENT;true
246fcb9d-f533-425e-bd10-6eca02163b9e;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;26;4;IRONCLAD;false
23fe6ece-05cf-4d48-955f-3356fd25d4c8;33;boss;BOSS;Champ;encounter;NULL;NULL;0;13;THE_SILENT;true
23fe6ece-05cf-4d48-955f-3356fd25d4c8;56;boss;BOSS;The Heart;encounter;NULL;NULL;30;11;THE_SILENT;true
28d46f31-dd2f-4ffb-b711-caea0cc6f632;33;boss;BOSS;Collector;encounter;NULL;NULL;32;10;DEFECT;true
298c81b4-4750-4d1f-8505-b53da184efa5;33;boss;BOSS;Automaton;encounter;NULL;NULL;58;11;IRONCLAD;true
28d46f31-dd2f-4ffb-b711-caea0cc6f632;50;boss;BOSS;Time Eater;encounter;NULL;NULL;44;6;DEFECT;true
28d46f31-dd2f-4ffb-b711-caea0cc6f632;56;boss;BOSS;The Heart;encounter;NULL;NULL;52;10;DEFECT;true
27ef0384-0f03-4e7d-b1bf-3ea7c3c75c63;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;2;7;IRONCLAD;false
2898d803-636d-422b-a6b4-c20d86c4dfa5;16;boss;BOSS;The Guardian;encounter;NULL;NULL;20;10;DEFECT;false
298c81b4-4750-4d1f-8505-b53da184efa5;50;boss;BOSS;Awakened One;encounter;NULL;NULL;13;13;IRONCLAD;true
29cddd7e-1ca3-4215-a07a-d92c322afe15;33;boss;BOSS;Automaton;encounter;NULL;NULL;24;11;IRONCLAD;false
2af54f4c-9f0f-4518-9b02-347da5927450;33;boss;BOSS;Champ;encounter;NULL;NULL;51;21;IRONCLAD;true
2af54f4c-9f0f-4518-9b02-347da5927450;56;boss;BOSS;The Heart;encounter;NULL;NULL;71;8;IRONCLAD;true
2941d268-da0c-49f8-a718-2e71f2b62b18;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;14;9;DEFECT;false
298c81b4-4750-4d1f-8505-b53da184efa5;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;34;9;IRONCLAD;true
2a06d16c-d5d1-4cb1-98c1-dfba29312e02;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;28;11;THE_SILENT;false
2a398106-8660-4426-8227-cac3377fd7fc;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;20;9;THE_SILENT;false
2a398106-8660-4426-8227-cac3377fd7fc;51;boss;BOSS;Time Eater;encounter;NULL;NULL;41;8;THE_SILENT;false
2c6c9846-1f7e-4b25-a341-37dd351d7e00;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;37;15;DEFECT;true
2caf7861-fd8a-4878-8e4d-99373d024cec;33;boss;BOSS;Champ;encounter;NULL;NULL;8;21;THE_SILENT;false
29cddd7e-1ca3-4215-a07a-d92c322afe15;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;3;7;IRONCLAD;false
29cddd7e-1ca3-4215-a07a-d92c322afe15;51;boss;BOSS;Time Eater;encounter;NULL;NULL;24;20;IRONCLAD;false
2af54f4c-9f0f-4518-9b02-347da5927450;50;boss;BOSS;Time Eater;encounter;NULL;NULL;54;9;IRONCLAD;true
2c6c9846-1f7e-4b25-a341-37dd351d7e00;33;boss;BOSS;Champ;encounter;NULL;NULL;0;13;DEFECT;true
2c6c9846-1f7e-4b25-a341-37dd351d7e00;56;boss;BOSS;The Heart;encounter;NULL;NULL;39;11;DEFECT;true
2cb100bf-eb4a-424b-b0d3-23c744629d4d;33;boss;BOSS;Automaton;encounter;NULL;NULL;10;10;THE_SILENT;false
2a398106-8660-4426-8227-cac3377fd7fc;50;boss;BOSS;Awakened One;encounter;NULL;NULL;28;19;THE_SILENT;false
2af54f4c-9f0f-4518-9b02-347da5927450;51;boss;BOSS;Donu and Deca;encounter;NULL;NULL;53;8;IRONCLAD;true
2c76460f-81df-4dc8-b448-4e06bbbb6c2a;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;51;9;DEFECT;false
2cb100bf-eb4a-424b-b0d3-23c744629d4d;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;15;10;THE_SILENT;false
2cb100bf-eb4a-424b-b0d3-23c744629d4d;51;boss;BOSS;Time Eater;encounter;NULL;NULL;58;18;THE_SILENT;false
2e6c3bd2-ebcd-4b05-9e7c-bc2184478683;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;15;7;DEFECT;false
2c6c9846-1f7e-4b25-a341-37dd351d7e00;50;boss;BOSS;Awakened One;encounter;NULL;NULL;21;12;DEFECT;true
2caf7861-fd8a-4878-8e4d-99373d024cec;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;0;9;THE_SILENT;false
2caf7861-fd8a-4878-8e4d-99373d024cec;51;boss;BOSS;Time Eater;encounter;NULL;NULL;2;14;THE_SILENT;false
2f8700fb-7671-4e68-b603-3662ff9defe3;16;boss;BOSS;The Guardian;encounter;NULL;NULL;32;11;DEFECT;false
302f5136-958b-476e-bbca-dc9f961d4f04;16;boss;BOSS;The Guardian;encounter;NULL;NULL;15;16;IRONCLAD;true
2cb100bf-eb4a-424b-b0d3-23c744629d4d;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;25;14;THE_SILENT;false
302f5136-958b-476e-bbca-dc9f961d4f04;51;boss;BOSS;Awakened One;encounter;NULL;NULL;56;12;IRONCLAD;true
31bd1e1c-a3e4-4bdd-8678-311c3a3c9565;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;7;12;THE_SILENT;false
312a1880-d7f2-45eb-b78c-9804224e3bd5;16;boss;BOSS;Hexaghost;encounter;NULL;NULL;40;9;IRONCLAD;false
325820d6-8536-4aad-8bf1-104a88607b8d;16;boss;BOSS;The Guardian;encounter;NULL;NULL;21;12;DEFECT;false
325eae9c-1995-4710-ab60-0c0cc40bbf72;50;boss;BOSS;Time Eater;encounter;NULL;NULL;40;15;THE_SILENT;false
302f5136-958b-476e-bbca-dc9f961d4f04;50;boss;BOSS;Donu and Deca;encounter;NULL;NULL;20;17;IRONCLAD;true
31bd1e1c-a3e4-4bdd-8678-311c3a3c9565;33;boss;BOSS;Champ;encounter;NULL;NULL;39;9;THE_SILENT;false
33080cfb-9eb2-442b-98ba-acc3ec7b154f;16;boss;BOSS;The Guardian;encounter;NULL;NULL;35;10;IRONCLAD;false
325820d6-8536-4aad-8bf1-104a88607b8d;51;boss;BOSS;Time Eater;encounter;NULL;NULL;1;19;DEFECT;false
325eae9c-1995-4710-ab60-0c0cc40bbf72;16;boss;BOSS;Slime Boss;encounter;NULL;NULL;16;7;THE_SILENT;false
325eae9c-1995-4710-ab60-0c0cc40bbf72;51;boss;BOSS;Awakened One;encounter;NULL;NULL;3;19;THE_SILENT;false
32f85a8a-b3ac-4e4d-a0c9-b204d313eba7;33;boss;BOSS;Collector;encounter;NULL;NULL;6;6;THE_SILENT;false
325820d6-8536-4aad-8bf1-104a88607b8d;50;boss;BOSS;Awakened One;encounter;NULL;NULL;25;22;DEFECT;false
